ID,Store ID,Total Price,Base Price,Units Sold
19028,9578,134.6625,134.6625,21
19029,9578,133.95,133.95,20
19030,9578,140.3625,166.725,60
19032,9578,212.325,212.325,27
19033,9578,327.0375,327.0375,20
19034,9578,180.2625,203.775,36
19037,9578,179.55,219.45,53
19041,9578,404.7,435.3375,30
19044,9672,103.3125,103.3125,62
19045,9672,106.1625,106.1625,87
19046,9672,106.875,106.875,15
19048,9672,131.1,131.1,31
19049,9672,132.525,132.525,30
19050,9672,141.7875,161.7375,87
19054,9672,220.1625,220.1625,44
19055,9672,327.0375,327.0375,32
19056,9672,213.0375,213.0375,76
19057,9672,186.675,218.025,73
19058,9672,213.0375,213.0375,57
19059,9672,178.125,228,74
19062,9672,391.1625,445.3125,40
19064,9611,104.7375,104.025,195
19065,9611,106.1625,105.45,233
19066,9611,104.025,104.025,51
19069,9611,133.2375,133.2375,52
19070,9611,133.2375,133.2375,68
19071,9611,139.65,168.15,161
19073,9611,219.45,219.45,88
19074,9611,327.0375,327.0375,75
19075,9611,208.05,208.05,101
19076,9611,205.9125,205.9125,39
19077,9611,205.9125,205.9125,19
19079,9611,177.4125,218.025,131
19080,9611,208.05,208.05,62
19081,9611,177.4125,228,87
19082,9611,391.1625,426.7875,7
19083,9611,391.1625,426.7875,26
19084,9611,391.1625,426.7875,61
19085,9611,454.575,454.575,2
19086,9611,177.4125,177.4125,16
19089,9613,104.7375,105.45,301
19090,9613,105.45,104.025,323
19091,9613,105.45,105.45,26
19092,9613,184.5375,184.5375,7
19094,9613,133.95,133.95,82
19095,9613,133.95,133.95,80
19096,9613,140.3625,168.15,113
19100,9613,215.175,215.175,81
19101,9613,327.0375,327.0375,50
19102,9613,193.0875,193.0875,105
19103,9613,205.9125,205.9125,13
19104,9613,205.9125,205.9125,10
19106,9613,178.125,219.45,148
19107,9613,201.6375,201.6375,53
19108,9613,177.4125,222.3,82
19109,9613,391.1625,426.7875,12
19110,9613,391.1625,426.7875,40
19111,9613,397.575,426.7875,70
19113,9613,177.4125,177.4125,15
19117,9632,84.075,84.075,28
19118,9632,81.9375,81.9375,23
19119,9632,81.9375,81.9375,14
19120,9632,191.6625,191.6625,1
19121,9632,128.25,128.25,27
19122,9632,126.1125,126.1125,44
19123,9632,136.0875,160.3125,35
19126,9632,227.2875,227.2875,63
19127,9632,295.6875,295.6875,30
19128,9632,178.8375,223.725,29
19129,9632,177.4125,177.4125,3
19130,9632,177.4125,205.2,25
19132,9632,177.4125,212.325,24
19135,9632,391.1625,426.7875,22
19137,9680,75.525,79.8,27
19138,9680,82.65,76.95,21
19140,9680,123.975,123.975,15
19141,9680,113.2875,113.2875,42
19142,9680,138.9375,165.3,17
19145,9680,227.2875,227.2875,32
19146,9680,295.6875,295.6875,18
19147,9680,210.9,210.9,24
19150,9680,178.8375,205.2,24
19151,9680,205.9125,205.9125,36
19152,9680,177.4125,207.3375,58
19154,9680,391.1625,426.7875,17
19155,9680,391.1625,429.6375,26
19156,9700,106.875,106.875,11
19159,9700,134.6625,134.6625,13
19161,9700,227.2875,227.2875,17
19163,9700,227.2875,227.2875,9
19165,9700,213.0375,213.0375,26
19169,9713,106.875,112.575,147
19170,9713,106.1625,110.4375,170
19171,9713,106.875,99.0375,65
19172,9713,133.95,133.95,42
19173,9713,131.8125,131.8125,31
19174,9713,141.075,166.0125,82
19178,9713,227.2875,227.2875,49
19179,9713,327.0375,327.0375,44
19180,9713,180.975,205.9125,59
19181,9713,205.9125,205.9125,12
19182,9713,205.9125,205.9125,7
19183,9713,180.2625,219.45,94
19184,9713,198.075,198.075,44
19186,9713,391.1625,426.7875,14
19187,9713,391.1625,426.7875,33
19188,9713,391.1625,426.7875,26
19191,9731,106.1625,106.1625,87
19192,9731,106.875,106.875,60
19195,9731,131.8125,131.8125,37
19196,9731,133.2375,133.2375,33
19199,9731,227.2875,227.2875,60
19200,9731,312.075,312.075,33
19201,9731,189.525,189.525,55
19204,9731,181.6875,220.1625,58
19205,9731,210.9,210.9,28
19206,9731,177.4125,213.0375,30
19209,9731,391.1625,431.0625,15
19212,9745,106.1625,99.0375,154
19213,9745,105.45,98.325,192
19214,9745,106.1625,106.1625,14
19216,9745,133.2375,133.2375,32
19217,9745,133.2375,133.2375,64
19218,9745,138.9375,166.725,101
19221,9745,206.625,206.625,90
19222,9745,327.0375,327.0375,52
19223,9745,194.5125,194.5125,88
19224,9745,205.9125,205.9125,14
19226,9745,178.125,219.45,117
19227,9745,184.5375,213.0375,42
19228,9745,175.9875,228,78
19230,9745,391.1625,426.7875,32
19231,9745,394.0125,431.0625,66
19233,9745,177.4125,177.4125,36
19234,9770,78.375,78.375,37
19239,9770,127.5375,127.5375,33
19240,9770,136.0875,157.4625,28
19243,9770,237.975,237.975,10
19244,9770,219.45,219.45,41
19245,9770,295.6875,295.6875,17
19246,9770,144.6375,144.6375,24
19247,9770,177.4125,177.4125,10
19249,9770,177.4125,205.2,12
19251,9770,175.9875,204.4875,51
19253,9770,395.4375,426.7875,30
19256,9789,87.6375,88.35,41
19257,9789,85.5,87.6375,50
19260,9789,119.7,119.7,10
19261,9789,139.65,139.65,17
19263,9789,227.2875,227.2875,47
19264,9789,312.7875,312.7875,24
19265,9789,219.45,219.45,43
19266,9789,177.4125,177.4125,31
19267,9789,177.4125,177.4125,19
19268,9789,177.4125,240.825,52
19269,9789,213.0375,213.0375,42
19270,9789,177.4125,213.0375,35
19272,9789,391.1625,426.7875,22
19273,9789,397.575,426.7875,18
19274,9789,170.2875,170.2875,11
19275,9813,82.65,82.65,28
19276,9813,86.2125,86.2125,32
19280,9813,126.1125,126.1125,30
19281,9813,127.5375,127.5375,37
19282,9813,135.375,150.3375,32
19283,9813,235.125,235.125,26
19284,9813,234.4125,234.4125,33
19285,9813,235.125,235.125,15
19286,9813,200.2125,200.2125,24
19287,9813,312.7875,312.7875,43
19288,9813,178.8375,200.2125,20
19291,9813,183.1125,240.825,31
19292,9813,193.0875,193.0875,31
19293,9813,179.55,213.0375,28
19296,9823,105.45,104.7375,228
19297,9823,106.1625,106.1625,224
19298,9823,105.45,106.875,102
19299,9823,184.5375,184.5375,20
19300,9823,184.5375,184.5375,10
19301,9823,133.95,133.95,125
19302,9823,133.95,133.95,152
19303,9823,141.075,167.4375,214
19305,9823,266.475,266.475,22
19306,9823,278.5875,278.5875,29
19307,9823,212.325,212.325,150
19308,9823,327.0375,327.0375,109
19309,9823,197.3625,197.3625,170
19310,9823,205.9125,205.9125,32
19311,9823,205.9125,205.9125,9
19314,9823,178.125,218.7375,128
19315,9823,208.7625,208.7625,71
19316,9823,177.4125,236.55,114
19318,9823,393.3,426.7875,62
19319,9823,394.725,432.4875,54
19320,9823,454.575,454.575,21
19321,9823,177.4125,177.4125,29
19322,9823,355.5375,355.5375,13
19324,9837,105.45,104.7375,76
19325,9837,106.875,106.875,55
19326,9837,106.875,106.875,22
19328,9837,133.95,133.95,30
19329,9837,131.8125,131.8125,32
19330,9837,141.075,166.0125,56
19331,9837,280.725,280.725,27
19334,9837,219.45,219.45,38
19335,9837,314.2125,314.2125,37
19336,9837,215.175,215.175,54
19337,9837,193.0875,227.2875,84
19338,9837,189.525,210.9,28
19339,9837,177.4125,213.0375,91
19341,9837,396.15,426.7875,47
19342,9837,391.1625,426.7875,25
19343,9809,102.6,102.6,49
19344,9809,105.45,105.45,96
19345,9809,106.875,106.875,27
19346,9809,132.525,132.525,21
19347,9809,133.95,133.95,48
19348,9809,138.225,163.1625,85
19352,9809,221.5875,221.5875,60
19353,9809,327.0375,327.0375,36
19354,9809,191.6625,191.6625,57
19355,9809,194.5125,219.45,74
19356,9809,207.3375,207.3375,55
19360,9809,401.1375,426.7875,20
19361,9809,177.4125,177.4125,4
19363,9845,105.45,106.1625,353
19364,9845,106.1625,106.875,297
19365,9845,104.025,104.025,114
19368,9845,132.525,132.525,71
19369,9845,133.95,133.95,106
19370,9845,141.7875,167.4375,189
19371,9845,285,285,9
19374,9845,216.6,216.6,133
19375,9845,327.0375,327.0375,72
19376,9845,191.6625,191.6625,184
19377,9845,205.9125,205.9125,55
19381,9845,177.4125,218.7375,132
19382,9845,205.2,205.2,98
19383,9845,175.9875,236.55,105
19385,9845,391.1625,426.7875,52
19386,9845,394.0125,426.7875,70
19387,9845,177.4125,177.4125,21
19390,9872,84.075,84.075,147
19391,9872,80.5125,80.5125,103
19392,9872,82.65,83.3625,57
19393,9872,124.6875,124.6875,30
19394,9872,127.5375,127.5375,39
19395,9872,138.9375,159.6,40
19396,9872,230.85,230.85,21
19397,9872,236.55,236.55,26
19398,9872,235.8375,235.8375,36
19399,9872,223.0125,223.0125,87
19400,9872,295.6875,295.6875,33
19401,9872,205.2,205.2,56
19402,9872,177.4125,177.4125,39
19403,9872,177.4125,177.4125,49
19405,9872,177.4125,205.2,69
19406,9872,190.95,190.95,60
19407,9872,177.4125,212.325,65
19409,9872,391.1625,428.925,30
19410,9872,399,426.7875,44
19411,9872,483.7875,483.7875,7
19413,9876,82.65,82.65,24
19417,9876,128.9625,128.9625,32
19418,9876,128.25,159.6,34
19419,9876,234.4125,234.4125,9
19420,9876,228,228,18
19421,9876,227.2875,227.2875,56
19422,9876,295.6875,295.6875,38
19423,9876,211.6125,211.6125,27
19424,9876,177.4125,177.4125,14
19425,9876,177.4125,205.2,20
19426,9876,201.6375,201.6375,69
19427,9876,178.125,210.1875,105
19430,9876,394.725,426.7875,34
19432,9879,88.35,88.35,20
19433,9879,79.0875,79.0875,32
19435,9879,125.4,125.4,22
19436,9879,125.4,125.4,31
19437,9879,137.5125,137.5125,25
19439,9879,228.7125,228.7125,39
19441,9879,227.2875,227.2875,35
19442,9879,312.7875,312.7875,23
19443,9879,202.35,227.2875,27
19445,9879,177.4125,240.825,23
19446,9879,193.8,193.8,17
19447,9879,177.4125,213.0375,30
19450,9880,87.6375,87.6375,76
19451,9880,85.5,85.5,86
19452,9880,84.7875,84.7875,31
19454,9880,129.675,129.675,21
19455,9880,127.5375,127.5375,31
19456,9880,134.6625,152.475,56
19457,9880,233.7,233.7,26
19458,9880,235.8375,235.8375,51
19459,9880,232.275,232.275,19
19460,9880,222.3,222.3,63
19461,9880,291.4125,291.4125,42
19462,9880,183.825,218.025,30
19463,9880,177.4125,177.4125,42
19464,9880,177.4125,177.4125,19
19465,9880,177.4125,240.825,49
19466,9880,204.4875,204.4875,36
19467,9880,178.8375,213.0375,34
19469,9880,391.1625,426.7875,37
19470,9880,394.0125,432.4875,35
19472,9881,106.1625,98.325,154
19473,9881,106.1625,98.325,161
19474,9881,103.3125,103.3125,30
19475,9881,131.8125,131.8125,30
19476,9881,133.95,133.95,79
19477,9881,140.3625,167.4375,129
19479,9881,283.575,283.575,36
19480,9881,221.5875,221.5875,54
19481,9881,309.225,309.225,25
19482,9881,209.475,209.475,107
19483,9881,205.9125,205.9125,9
19484,9881,205.9125,205.9125,10
19485,9881,177.4125,219.45,90
19486,9881,205.9125,205.9125,44
19489,9881,398.2875,436.05,33
19490,9881,391.1625,430.35,36
19496,9890,106.875,106.875,134
19497,9890,106.875,104.7375,137
19498,9890,106.875,106.875,22
19499,9890,133.95,133.95,43
19500,9890,134.6625,134.6625,47
19501,9890,142.5,166.725,91
19505,9890,215.175,215.175,54
19506,9890,327.0375,327.0375,43
19507,9890,168.15,168.15,87
19508,9890,180.975,227.2875,106
19509,9890,175.9875,175.9875,23
19512,9890,391.1625,426.7875,41
19513,9890,177.4125,177.4125,5
19514,9909,106.1625,106.1625,101
19515,9909,106.875,106.875,96
19516,9909,106.1625,105.45,42
19517,9909,132.525,132.525,8
19518,9909,134.6625,134.6625,56
19519,9909,142.5,167.4375,54
19523,9909,227.2875,227.2875,70
19524,9909,327.0375,327.0375,44
19525,9909,204.4875,204.4875,62
19526,9909,185.25,232.9875,40
19527,9909,208.05,208.05,101
19528,9909,177.4125,211.6125,91
19530,9909,391.875,426.7875,57
19531,9909,397.575,430.35,43
19534,9954,83.3625,83.3625,47
19536,9954,133.2375,133.2375,14
19537,9954,126.825,126.825,27
19538,9954,143.2125,143.2125,36
19539,9954,235.125,235.125,13
19542,9954,211.6125,211.6125,65
19543,9954,295.6875,295.6875,32
19544,9954,173.1375,173.1375,47
19545,9954,177.4125,177.4125,46
19546,9954,177.4125,177.4125,29
19547,9954,178.125,205.2,73
19548,9954,205.9125,205.9125,40
19549,9954,177.4125,212.325,79
19550,9954,391.1625,426.7875,21
19551,9954,391.1625,426.7875,23
19552,9954,396.8625,430.35,20
19554,9954,170.2875,170.2875,19
19556,9961,106.1625,99.0375,104
19557,9961,103.3125,99.0375,90
19558,9961,102.6,102.6,30
19561,9961,133.2375,133.2375,55
19562,9961,133.2375,133.2375,67
19563,9961,140.3625,168.8625,110
19566,9961,220.875,220.875,78
19567,9961,327.0375,327.0375,62
19568,9961,208.05,208.05,88
19569,9961,205.9125,205.9125,9
19570,9961,205.9125,205.9125,8
19572,9961,179.55,219.45,102
19573,9961,207.3375,207.3375,54
19574,9961,170.2875,228,55
19576,9961,408.975,426.7875,37
19577,9961,391.1625,426.7875,34
19579,9961,177.4125,177.4125,6
19582,9984,89.0625,89.0625,12
19583,9984,86.925,86.925,63
19584,9984,86.925,86.925,26
19586,9984,112.575,112.575,31
19587,9984,125.4,125.4,25
19588,9984,138.225,138.225,44
19592,9984,222.3,222.3,61
19593,9984,312.7875,312.7875,24
19594,9984,220.1625,220.1625,48
19595,9984,177.4125,177.4125,32
19596,9984,177.4125,177.4125,28
19597,9984,177.4125,240.825,33
19598,9984,205.2,205.2,39
19599,9984,177.4125,213.0375,41
19602,9984,406.8375,426.7875,15
19603,9984,170.2875,170.2875,7
19604,9984,177.4125,205.9125,16
19605,8091,106.875,106.875,7
19606,8091,106.875,106.875,30
19607,8091,133.95,133.95,24
19608,8091,134.6625,134.6625,21
19609,8091,139.65,170.2875,30
19613,8091,204.4875,204.4875,27
19614,8091,327.0375,327.0375,25
19617,8091,210.9,210.9,28
19618,8091,234.4125,234.4125,11
19621,8095,104.7375,103.3125,149
19622,8095,106.1625,106.1625,187
19623,8095,106.1625,106.1625,91
19626,8095,133.2375,133.2375,71
19627,8095,132.525,132.525,73
19628,8095,140.3625,166.725,88
19631,8095,280.725,280.725,20
19632,8095,220.875,220.875,108
19633,8095,327.0375,327.0375,62
19634,8095,194.5125,194.5125,87
19635,8095,205.9125,205.9125,23
19636,8095,205.9125,205.9125,6
19637,8095,219.45,248.6625,105
19638,8095,213.0375,213.0375,58
19639,8095,240.825,240.825,15
19641,8095,391.1625,426.7875,32
19642,8095,391.1625,432.4875,53
19643,8095,177.4125,177.4125,24
19646,8094,88.35,88.35,59
19647,8094,85.5,85.5,84
19648,8094,89.0625,89.0625,25
19649,8094,186.675,186.675,6
19651,8094,129.675,129.675,31
19652,8094,133.2375,133.2375,41
19653,8094,137.5125,154.6125,65
19654,8094,237.2625,237.2625,20
19655,8094,232.9875,232.9875,23
19656,8094,235.125,235.125,11
19657,8094,227.2875,227.2875,93
19658,8094,312.7875,312.7875,33
19659,8094,219.45,219.45,42
19660,8094,177.4125,177.4125,22
19661,8094,177.4125,177.4125,28
19662,8094,240.825,240.825,39
19663,8094,213.0375,213.0375,47
19664,8094,213.0375,213.0375,20
19665,8094,408.2625,426.7875,13
19666,8094,391.1625,428.925,21
19667,8094,391.1625,426.7875,34
19669,8094,151.7625,170.2875,17
19670,8094,205.9125,205.9125,7
19671,8094,205.9125,205.9125,7
19672,8063,84.075,84.075,63
19673,8063,83.3625,83.3625,33
19676,8063,132.525,132.525,29
19677,8063,135.375,160.3125,30
19678,8063,237.975,237.975,13
19679,8063,235.125,235.125,13
19681,8063,222.3,222.3,67
19682,8063,295.6875,295.6875,38
19683,8063,190.2375,190.2375,38
19684,8063,177.4125,177.4125,9
19685,8063,177.4125,177.4125,7
19687,8063,205.2,205.2,19
19688,8063,205.9125,205.9125,47
19689,8063,212.325,212.325,17
19691,8063,394.0125,426.7875,43
19692,8063,399,428.925,30
19694,8063,164.5875,164.5875,7
19695,8063,205.9125,205.9125,9
19696,8063,205.9125,205.9125,10
19697,8023,106.1625,88.35,192
19698,8023,106.1625,88.35,323
19699,8023,104.025,104.025,78
19700,8023,184.5375,184.5375,4
19702,8023,132.525,132.525,84
19703,8023,133.95,133.95,85
19704,8023,141.7875,166.725,172
19708,8023,215.175,215.175,181
19709,8023,327.0375,327.0375,107
19710,8023,183.825,183.825,186
19711,8023,205.9125,205.9125,40
19712,8023,205.9125,205.9125,21
19714,8023,218.7375,218.7375,113
19715,8023,208.05,208.05,58
19716,8023,221.5875,221.5875,36
19717,8023,408.975,426.7875,23
19718,8023,391.1625,426.7875,51
19719,8023,394.725,429.6375,60
19720,8023,454.575,490.9125,23
19721,8023,177.4125,177.4125,61
19723,8023,355.5375,355.5375,15
19724,8058,106.1625,106.875,136
19725,8058,104.025,104.025,113
19727,8058,133.2375,133.2375,43
19728,8058,133.95,133.95,25
19729,8058,140.3625,166.725,65
19732,8058,283.575,283.575,21
19733,8058,210.9,210.9,57
19734,8058,319.2,319.2,30
19735,8058,155.325,178.8375,76
19736,8058,205.9125,205.9125,7
19737,8058,205.9125,205.9125,8
19738,8058,219.45,219.45,57
19739,8058,203.775,203.775,35
19742,8058,391.1625,426.7875,44
19743,8058,391.1625,426.7875,46
19747,8222,106.1625,106.1625,114
19748,8222,105.45,105.45,163
19749,8222,104.7375,104.7375,78
19750,8222,184.5375,184.5375,4
19752,8222,133.95,133.95,76
19753,8222,133.95,133.95,74
19754,8222,141.075,167.4375,126
19756,8222,212.325,212.325,140
19757,8222,327.0375,327.0375,60
19758,8222,190.2375,190.2375,135
19759,8222,205.9125,205.9125,47
19760,8222,205.9125,205.9125,14
19762,8222,218.7375,218.7375,91
19763,8222,188.1,188.1,71
19765,8222,430.35,426.7875,15
19766,8222,391.1625,426.7875,39
19767,8222,391.1625,426.7875,46
19769,8222,177.4125,177.4125,22
19772,8121,83.3625,83.3625,46
19776,8121,128.25,128.25,20
19777,8121,128.25,128.25,28
19778,8121,135.375,158.8875,31
19779,8121,225.8625,225.8625,35
19780,8121,233.7,233.7,38
19781,8121,236.55,236.55,44
19782,8121,213.75,213.75,47
19783,8121,295.6875,295.6875,26
19784,8121,213.0375,213.0375,31
19785,8121,177.4125,177.4125,42
19786,8121,177.4125,177.4125,21
19788,8121,205.2,205.2,11
19789,8121,205.9125,205.9125,60
19790,8121,212.325,212.325,13
19791,8121,391.1625,426.7875,20
19792,8121,393.3,427.5,49
19793,8121,391.1625,428.925,26
19794,8218,82.65,82.65,23
19795,8218,82.65,82.65,27
19797,8218,123.2625,123.2625,14
19798,8218,126.825,126.825,21
19799,8218,138.9375,138.9375,5
19800,8218,232.275,232.275,11
19803,8218,227.2875,227.2875,30
19804,8218,295.6875,295.6875,11
19805,8218,198.7875,223.725,25
19806,8218,177.4125,177.4125,22
19809,8218,195.225,195.225,28
19810,8218,212.325,212.325,35
19813,8218,391.1625,426.7875,28
19816,8317,84.075,84.075,53
19817,8317,83.3625,83.3625,40
19820,8317,127.5375,127.5375,21
19821,8317,130.3875,130.3875,86
19822,8317,139.65,139.65,82
19823,8317,223.0125,223.0125,12
19826,8317,225.15,225.15,189
19827,8317,289.9875,289.9875,71
19828,8317,216.6,216.6,148
19829,8317,177.4125,177.4125,85
19830,8317,177.4125,177.4125,72
19832,8317,205.2,205.2,125
19833,8317,205.9125,205.9125,65
19834,8317,210.1875,212.325,42
19835,8317,403.275,426.7875,40
19836,8317,394.725,431.775,34
19837,8317,394.725,426.7875,33
19839,8317,153.9,153.9,32
19840,8317,205.9125,205.9125,19
19841,8317,204.4875,204.4875,46
19844,8319,126.825,126.825,10
19845,8319,129.675,129.675,40
19846,8319,136.0875,136.0875,14
19848,8319,235.125,231.5625,35
19849,8319,220.875,220.875,28
19850,8319,312.7875,312.7875,43
19851,8319,176.7,206.625,14
19852,8319,240.825,240.825,6
19853,8319,205.2,205.2,41
19856,8319,391.1625,426.7875,22
19861,8392,191.6625,191.6625,1
19862,8392,130.3875,130.3875,23
19863,8392,128.25,128.25,17
19864,8392,133.95,133.95,18
19865,8392,234.4125,234.4125,31
19867,8392,151.7625,209.475,4
19868,8392,312.7875,312.7875,22
19869,8392,181.6875,206.625,23
19872,8392,240.825,240.825,7
19873,8392,213.0375,213.0375,10
19876,8392,417.525,426.7875,4
19877,8398,106.1625,104.025,130
19878,8398,106.1625,105.45,126
19879,8398,106.1625,106.1625,24
19881,8398,130.3875,130.3875,66
19882,8398,131.1,131.1,32
19883,8398,141.075,167.4375,102
19886,8398,214.4625,214.4625,79
19887,8398,327.0375,327.0375,47
19888,8398,205.2,205.2,90
19889,8398,205.9125,205.9125,17
19891,8398,250.8,250.8,49
19892,8398,202.35,202.35,44
19893,8398,177.4125,250.8,15
19894,8398,391.1625,426.7875,22
19895,8398,391.1625,426.7875,59
19896,8398,391.1625,426.7875,74
19897,8398,177.4125,177.4125,10
19899,8400,104.025,104.025,66
19900,8400,105.45,105.45,105
19901,8400,104.025,105.45,60
19902,8400,133.2375,133.2375,44
19903,8400,133.95,133.95,30
19904,8400,138.9375,166.0125,35
19908,8400,220.875,220.875,50
19909,8400,327.0375,327.0375,41
19910,8400,215.8875,215.8875,83
19911,8400,219.45,219.45,43
19912,8400,213.0375,213.0375,78
19913,8400,236.55,236.55,21
19914,8400,391.1625,426.7875,24
19916,8400,391.1625,426.7875,40
19917,8422,84.075,84.075,40
19918,8422,82.65,82.65,32
19921,8422,128.9625,128.9625,43
19922,8422,139.65,161.7375,35
19926,8422,210.9,210.9,62
19927,8422,295.6875,295.6875,41
19928,8422,223.725,223.725,84
19929,8422,177.4125,177.4125,58
19930,8422,177.4125,177.4125,42
19931,8422,205.2,205.2,39
19932,8422,199.5,199.5,43
19933,8422,212.325,212.325,17
19935,8422,391.1625,430.35,18
19936,8422,391.1625,426.7875,25
19939,8438,86.925,86.925,116
19940,8438,87.6375,87.6375,78
19941,8438,86.2125,86.925,56
19943,8438,128.25,128.25,27
19944,8438,128.9625,128.9625,50
19945,8438,140.3625,140.3625,51
19946,8438,235.8375,235.8375,14
19947,8438,231.5625,231.5625,36
19948,8438,233.7,233.7,37
19949,8438,223.725,223.725,92
19950,8438,312.7875,312.7875,42
19951,8438,185.9625,185.9625,66
19952,8438,177.4125,177.4125,12
19953,8438,177.4125,177.4125,14
19955,8438,240.825,240.825,53
19956,8438,213.0375,213.0375,42
19957,8438,213.0375,213.0375,20
19958,8438,391.1625,426.7875,33
19959,8438,391.1625,428.925,32
19960,8438,391.1625,429.6375,42
19961,8438,483.7875,483.7875,13
19963,8555,87.6375,87.6375,11
19964,8555,87.6375,86.925,52
19968,8555,132.525,132.525,33
19969,8555,142.5,163.1625,14
19973,8555,225.15,227.2875,56
19974,8555,295.6875,295.6875,22
19975,8555,195.225,234.4125,26
19978,8555,205.9125,205.9125,36
19979,8555,201.6375,201.6375,17
19982,8555,395.4375,428.925,24
19983,8562,106.1625,104.025,188
19984,8562,106.1625,104.025,167
19985,8562,106.1625,106.1625,57
19987,8562,133.95,133.95,69
19988,8562,133.95,133.95,40
19989,8562,141.7875,165.3,98
19993,8562,218.025,218.025,76
19994,8562,327.0375,327.0375,67
19995,8562,203.0625,203.0625,78
19996,8562,205.9125,205.9125,70
19997,8562,205.9125,205.9125,15
19998,8562,219.45,219.45,59
19999,8562,202.35,202.35,63
20000,8562,228,228,18
20001,8562,391.1625,426.7875,13
20002,8562,391.1625,426.7875,21
20003,8562,394.725,426.7875,67
20005,8562,177.4125,177.4125,34
20010,8869,106.1625,106.1625,100
20011,8869,106.875,106.875,102
20012,8869,104.7375,104.7375,55
20015,8869,134.6625,134.6625,66
20016,8869,134.6625,134.6625,57
20017,8869,140.3625,169.575,132
20018,8869,285,285,39
20021,8869,207.3375,207.3375,88
20022,8869,327.0375,327.0375,37
20023,8869,190.2375,190.2375,98
20026,8869,218.025,218.025,66
20027,8869,205.2,205.2,50
20028,8869,213.0375,213.0375,16
20030,8869,400.425,426.7875,44
20031,8869,391.1625,426.7875,36
20032,8869,213.0375,213.0375,35
20034,8991,81.225,81.225,100
20035,8991,82.65,82.65,115
20036,8991,83.3625,84.7875,38
20038,8991,131.1,131.1,43
20039,8991,129.675,129.675,41
20040,8991,137.5125,137.5125,44
20041,8991,230.85,230.85,32
20042,8991,234.4125,234.4125,21
20043,8991,235.125,235.125,27
20044,8991,223.0125,223.0125,82
20045,8991,295.6875,295.6875,19
20046,8991,212.325,212.325,95
20047,8991,177.4125,177.4125,43
20048,8991,177.4125,177.4125,28
20049,8991,205.2,205.2,40
20050,8991,205.9125,205.9125,46
20051,8991,169.575,212.325,22
20052,8991,391.1625,443.8875,11
20053,8991,391.1625,448.875,27
20054,8991,391.1625,446.7375,23
20055,8991,483.7875,483.7875,17
20056,8991,170.2875,170.2875,21
20058,8991,205.9125,205.9125,7
20059,8911,79.8,79.8,29
20060,8911,81.9375,81.9375,36
20062,8911,132.525,132.525,21
20063,8911,128.9625,128.9625,39
20064,8911,131.8125,131.8125,31
20065,8911,232.275,232.275,13
20067,8911,232.275,232.275,19
20068,8911,220.1625,220.1625,45
20069,8911,295.6875,295.6875,19
20070,8911,223.725,223.725,17
20071,8911,205.2,205.2,31
20072,8911,205.9125,205.9125,39
20073,8911,212.325,212.325,5
20075,8911,391.1625,426.7875,22
20076,8911,391.1625,426.7875,16
20077,9001,106.875,106.875,6
20084,9001,213.0375,213.0375,24
20088,9043,105.45,105.45,47
20089,9043,106.875,106.875,54
20090,9043,106.1625,106.1625,42
20092,9043,131.1,131.1,16
20093,9043,134.6625,134.6625,20
20094,9043,141.7875,166.725,49
20096,9043,217.3125,217.3125,30
20097,9043,327.0375,327.0375,21
20098,9043,198.7875,198.7875,37
20099,9043,205.9125,205.9125,5
20101,9043,219.45,219.45,28
20102,9043,200.2125,200.2125,24
20103,9043,228,228,10
20106,9043,391.1625,426.7875,17
20108,9043,177.4125,177.4125,12
20109,9092,83.3625,83.3625,65
20110,9092,79.0875,79.0875,50
20111,9092,128.9625,128.9625,7
20112,9092,132.525,132.525,18
20113,9092,139.65,158.175,24
20114,9092,237.975,237.975,4
20115,9092,221.5875,221.5875,63
20116,9092,295.6875,295.6875,43
20117,9092,223.725,223.725,53
20118,9092,177.4125,177.4125,21
20119,9092,177.4125,177.4125,28
20120,9092,204.4875,204.4875,54
20121,9092,205.9125,205.9125,30
20122,9092,210.1875,210.1875,19
20123,9092,391.1625,426.7875,9
20124,9092,391.1625,426.7875,40
20125,9092,393.3,428.925,55
20128,9092,205.9125,205.9125,5
20129,9092,205.9125,205.9125,37
20130,9112,105.45,98.325,216
20131,9112,106.1625,112.575,196
20132,9112,104.7375,106.1625,92
20135,9112,133.95,133.95,59
20136,9112,133.2375,133.2375,65
20137,9112,140.3625,168.15,150
20140,9112,280.0125,280.0125,13
20141,9112,220.1625,220.1625,163
20142,9112,325.6125,325.6125,67
20143,9112,177.4125,177.4125,138
20144,9112,205.9125,205.9125,48
20148,9112,218.025,218.025,65
20149,9112,191.6625,191.6625,56
20150,9112,236.55,236.55,33
20152,9112,391.1625,426.7875,23
20153,9112,391.1625,426.7875,57
20155,9112,177.4125,177.4125,33
20156,9112,355.5375,355.5375,9
20158,9132,81.9375,81.9375,13
20160,9132,128.25,128.25,12
20161,9132,126.1125,126.1125,25
20163,9132,230.85,230.85,10
20165,9132,219.45,219.45,38
20166,9132,295.6875,295.6875,23
20167,9132,195.9375,195.9375,21
20168,9132,205.2,205.2,13
20169,9132,205.9125,205.9125,48
20170,9132,212.325,212.325,31
20176,9147,106.1625,106.1625,83
20177,9147,106.1625,106.1625,70
20178,9147,104.025,104.025,45
20180,9147,132.525,132.525,53
20181,9147,133.2375,133.2375,37
